step_time_left,step_time_right,force_asymmetry,stance_time_left,swing_time_left,impulse_left,stride_length_left,vertical_disp_left,foot_velocity_left,peak_force_left,peak_force_right,step_time_diff,stance_time_right,swing_time_right,impulse_right,vertical_disp_right,foot_velocity_right,stride_length_right,step_width,subject,speed,target
0.222,0.235,1.301636,1.12,0.505,647.4957943,0.139782,0.006045,0.621931958,784.596802,783.295166,0.013,-0.53,2.178,0,0.001497,0.624511806,0.146734,0.131539,1,0.6,0
1.098,0.213,30.008911,1.166,0.496,696.1446175,0.333758,0.213518,0.305534148,813.97821,783.969299,0.885,-0.579,2.185,0,0.004393,0.618356566,0.129767,0.109402,1,0.6,0
0.312,1.177,19.655518,1.085,0.467,628.5905482,0.196152,0.003622,0.62290799,790.238403,809.893921,0.865,-0.504,2.06,0,0.200375,0.243861503,0.287629,0.110601,1,0.6,0
0.205,0.423,7.039184,1.072,0.522,647.7246996,0.124934,0.009957,0.611796896,803.42157,810.460754,0.218,-0.538,2.141,0,0.007212,0.620368464,0.260446,0.093688,1,0.6,0
1.202,1.183,13.799438,1.077,0.492,617.6334173,0.276985,0.205911,0.232481052,793.511841,807.311279,0.019,-0.485,2.061,0,0.198047,0.208631248,0.246906,0.125145,1,0.6,0
0.229,0.404,7.540222,1.112,0.422,656.6241247,0.143203,0.00233,0.622899413,813.304443,805.764221,0.175,-0.535,2.03,0,0.003758,0.626461598,0.253684,0.102621,1,0.6,0
0.232,1.153,5.287109,1.064,0.45,620.1610435,0.14144,0.009448,0.616578285,793.992065,788.704956,0.921,-0.491,2.038,0,0.205865,0.227325302,0.261227,0.130203,1,0.6,0
1.14,0.372,9.39386,1.086,0.473,640.4160704,0.281313,0.20528,0.247311984,808.84552,818.23938,0.768,-0.514,2.016,0,0.003259,0.626224468,0.23481,0.103749,1,0.6,0
0.386,1.154,0.268006,1.062,0.471,608.6525216,0.241909,0.009907,0.620866197,796.194824,796.46283,0.768,-0.487,2.061,0,0.198984,0.193317713,0.221424,0.117218,1,0.6,0
1.142,0.419,33.228699,1.115,0.462,665.6135177,0.294346,0.207846,0.258861648,790.246704,823.475403,0.723,-0.504,2.031,0,0.007302,0.617070348,0.259059,0.120678,1,0.6,0
0.212,1.164,12.09375,1.029,0.466,609.5391155,0.132218,0.001583,0.629651881,803.742554,815.836304,0.952,-0.49,2.006,0,0.197459,0.216441991,0.252079,0.115637,1,0.6,0
0.219,0.431,47.806091,1.013,0.526,592.4122558,0.138659,0.002447,0.63038875,784.560364,832.366455,0.212,-0.475,2.044,0,0.007512,0.619662781,0.266334,0.102755,1,0.6,0
1.111,1.146,28.656006,1.056,0.525,606.884681,0.259179,0.210016,0.233592978,794.325256,822.981262,0.035,-0.481,2.062,0,0.197772,0.248614355,0.284394,0.10007,1,0.6,0
0.418,0.394,0.681335,1.059,0.492,610.9219149,0.264197,0.00336,0.629100076,806.916748,806.235413,0.024,-0.494,2.042,0,0.005785,0.622191248,0.245672,0.094267,1,0.6,0
1.163,1.165,2.017273,1.03,0.537,602.0254829,0.220791,0.198415,0.190241633,789.66449,787.647217,0.002,-0.514,2.08,0,0.20644,0.188656476,0.21724,0.115553,1,0.6,0
0.361,0.381,1.218933,1.039,0.541,614.1708686,0.223218,0.007484,0.620484753,793.827271,795.046204,0.02,-0.491,2.099,0,0.006282,0.622660417,0.236512,0.113981,1,0.6,0
1.198,1.115,7.845581,1.103,0.484,644.9990089,0.219414,0.197286,0.183729594,795.623596,787.778015,0.083,-0.512,2.014,0,0.207277,0.248283232,0.276618,0.128816,1,0.6,0
0.447,0.429,8.88385,1.01,0.512,573.0781921,0.276336,0.022115,0.616327728,802.453247,811.337097,0.018,-0.455,2.058,0,0.007627,0.619565177,0.266292,0.091904,1,0.6,0
1.102,1.209,11.501709,1.124,0.466,638.508122,0.349727,0.211887,0.319391263,798.762939,787.26123,0.107,-0.503,2.095,0,0.202571,0.182705331,0.22055,0.11639,1,0.6,0
0.398,0.39,17.05426,1.094,0.528,657.5034227,0.250523,0.00417,0.6264122,809.3172,826.37146,0.008,-0.544,2.15,0,0.007728,0.622789391,0.24275,0.097709,1,0.6,0
1.098,0.38,8.19104,-0.499,2.069,0,0.320535,0.218848,0.291778916,812.439758,804.248718,0.718,-0.158,1.693,0,0.010262,0.719179078,0.27307,0.10436,1,0.7,0
0.24,1.164,5.892395,-0.53,2.089,0,0.174369,0.004122,0.726764516,787.255371,793.147766,0.924,-0.532,2.11,0,0.210228,0.252569691,0.292572,0.116744,1,0.7,0
0.234,0.37,20.064453,-0.525,2.092,0,0.162779,0.015676,0.71157062,777.736328,797.800781,0.136,-0.542,2.093,0,0.012006,0.721198644,0.266549,0.086154,1,0.7,0
1.106,1.169,5.246216,-0.526,2.146,0,0.359357,0.215674,0.325645266,800.305725,795.059509,0.063,-0.543,2.167,0,0.215474,0.267921665,0.312212,0.095864,1,0.7,0
0.216,0.247,17.485779,-0.543,2.12,0,0.15855,0.002354,0.737546341,811.055786,793.570007,0.031,-0.576,2.124,0,0.003159,0.729614866,0.182375,0.099226,1,0.7,0
0.255,0.202,0.541503,-0.552,2.175,0,0.183017,0.014094,0.720279501,767.594543,767.05304,0.053,-0.523,2.14,0,0.01147,0.711154836,0.141697,0.121905,1,0.7,0
1.115,1.119,8.419739,-0.551,2.109,0,0.34815,0.21752,0.313596081,816.196228,807.776489,0.004,-0.561,2.157,0,0.21194,0.313027691,0.350209,0.131056,1,0.7,0
0.255,0.243,2.265991,-0.512,2.033,0,0.184888,0.008373,0.72587348,800.609985,798.343994,0.012,-0.537,2.072,0,0.004495,0.724030206,0.173705,0.093212,1,0.7,0
1.314,1.417,12.830445,-0.526,2.029,0,0.181361,0.219413,0.138844722,791.320801,778.490356,0.103,-0.552,2.091,0,0.213833,0.100333628,0.139925,0.112434,1,0.7,0
0.411,0.305,13.483764,-0.479,1.989,0,0.296275,0.014748,0.723594689,812.122009,798.638245,0.106,-0.493,1.998,0,0.003489,0.727629844,0.221898,0.08296,1,0.7,0
1.186,1.205,6.292725,-0.451,1.978,0,0.305367,0.220123,0.258223387,796.638245,790.34552,0.019,-0.502,2.006,0,0.212321,0.190772262,0.229793,0.105999,1,0.7,0
0.222,0.403,9.181519,-0.482,2.082,0,0.16027,0.00466,0.728875609,805.761292,796.579773,0.181,-0.523,2.072,0,0.01399,0.716350646,0.286172,0.105139,1,0.7,0
0.21,1.222,26.25409,-0.553,2.065,0,0.15175,0.008883,0.724059493,778.219055,804.473145,1.012,-0.54,2.127,0,0.216254,0.215623807,0.263603,0.091909,1,0.7,0
1.147,0.451,20.428833,-0.48,1.976,0,0.312011,0.216892,0.272137707,806.376038,826.804871,0.696,-0.494,1.951,0,0.016811,0.716807032,0.322078,0.083185,1,0.7,0
0.253,1.155,5.75885,-0.467,2.062,0,0.181495,0.006204,0.726529681,795.286377,801.045227,0.902,-0.486,2.057,0,0.209578,0.228072507,0.262105,0.10446,1,0.7,0
0.215,0.422,31.163208,-0.53,2.098,0,0.153024,0.013558,0.714873554,776.334717,807.497925,0.207,-0.524,2.087,0,0.012392,0.718537199,0.301498,0.099085,1,0.7,0
1.151,1.277,3.229797,-0.575,2.109,0,0.28876,0.217688,0.251192736,798.377686,801.607483,0.126,-0.527,2.1,0,0.198761,0.159785822,0.204194,0.114753,1,0.7,0
0.252,0.255,28.403076,-0.544,2.072,0,0.181272,0.004264,0.725409463,804.83197,776.428894,0.003,-0.532,2.069,0,0.005892,0.719036511,0.18324,0.109068,1,0.7,0
0.215,1.106,5.471496,-0.517,2.059,0,0.153628,0.012177,0.717071038,790.935181,796.406677,0.891,-0.533,2.075,0,0.212872,0.27362341,0.302191,0.109393,1,0.7,0
1.05,0.2,6.346924,-0.473,1.979,0,0.326995,0.214447,0.312170564,810.285034,803.93811,0.85,-0.565,2.064,0,0.003327,0.72404907,0.144769,0.098605,1,0.7,0
0.214,0.215,43.460754,-0.488,1.971,0,0.154458,0.003617,0.718927956,794.38092,750.920166,0.001,-0.507,2.033,0,0.004971,0.72420981,0.155613,0.104986,1,0.7,0
0.267,1.111,14.623291,-0.475,2.059,0,0.186573,0.014881,0.70654103,814.121033,828.744324,0.844,-0.533,2.051,0,0.209326,0.265453091,0.294486,0.116823,1,0.7,0
1.113,0.385,9.85962,-0.516,2.133,0,0.293005,0.213808,0.263187509,797.091125,806.950745,0.728,-0.564,2.163,0,0.013933,0.71918822,0.27651,0.104585,1,0.7,0
0.419,1.109,31.921936,-0.53,2.173,0,0.30096,0.018993,0.718153458,807.039185,775.117249,0.69,-0.57,2.181,0,0.202366,0.261635479,0.290029,0.12257,1,0.7,0
1.064,0.417,37.812866,-0.586,2.177,0,0.342742,0.216956,0.323913268,788.255432,826.068298,0.647,-0.593,2.216,0,0.006939,0.726578157,0.30144,0.105007,1,0.7,0
0.252,1.123,16.130798,-0.541,2.09,0,0.185019,0.00476,0.725901279,804.606628,788.47583,0.871,-0.558,2.163,0,0.208322,0.258908684,0.291028,0.114061,1,0.7,0
0.202,0.367,36.056885,-0.478,2.01,0,0.144243,0.009943,0.723217721,761.64447,797.701355,0.165,-0.565,2.05,0,0.007842,0.721363283,0.263172,0.087625,1,0.7,0
1.034,1.214,15.54773,-0.472,2.012,0,0.356072,0.222181,0.34440139,796.451416,811.999146,0.18,-0.51,2.066,0,0.214452,0.209016977,0.253758,0.116202,1,0.7,0
0.258,0.2,7.842651,-0.506,1.983,0,0.189427,0.004806,0.72884079,800.906189,808.74884,0.058,-0.532,2.071,0,0.001297,0.734744618,0.146943,0.08468,1,0.7,0
0.213,0.202,0.712036,-0.455,2.061,0,0.152051,0.007981,0.725278535,770.913574,770.201538,0.011,-0.495,1.991,0,0.00565,0.71539774,0.146523,0.102975,1,0.7,0
1.084,1.103,18.561645,-0.56,2.16,0,0.292246,0.216713,0.269679074,811.052551,792.490906,0.019,-0.55,2.178,0,0.207617,0.249312053,0.273759,0.120424,1,0.7,0
0.419,0.388,26.092895,-0.554,2.04,0,0.302754,0.016755,0.722090839,815.694397,841.787292,0.031,-0.566,2.099,0,0.015305,0.720694955,0.280622,0.11859,1,0.7,0
1.202,1.16,2.163453,-0.486,1.971,0,0.246244,0.215028,0.206050773,793.413818,795.577271,0.042,-0.49,1.968,0,0.214761,0.241661737,0.279567,0.121109,1,0.7,0
0.421,0.424,1.984131,-0.483,2.027,0,0.301466,0.022399,0.720083762,819.879517,817.895386,0.003,-0.496,2.003,0,0.015638,0.716036113,0.303873,0.096752,1,0.7,0
1.045,1.082,11.831116,-0.51,1.979,0,0.361222,0.220518,0.347376867,800.928345,789.097229,0.037,-0.505,2.039,0,0.203438,0.302409974,0.326086,0.114273,1,0.7,0
0.423,0.234,3.065124,-0.424,1.92,0,0.308409,0.011383,0.726231911,786.038269,782.973145,0.189,-0.48,1.929,0,0.002996,0.725316372,0.170421,0.096363,1,0.7,0
1.093,0.226,12.208068,-0.475,2.022,0,0.291674,0.219408,0.266915162,798.6604,786.452332,0.867,-0.505,2.036,0,0.009429,0.709858489,0.159406,0.108585,1,0.7,0
0.405,1.077,5.835754,-0.494,2.104,0,0.293323,0.013548,0.725122338,805.465271,811.301025,0.672,-0.499,2.043,0,0.206333,0.327405015,0.351656,0.117128,1,0.7,0
0.899,0.386,35.094116,-0.443,1.82,0,0.365202,0.222142,0.406035633,843.106689,808.012573,0.513,0.852,0.493,500.8689368,0.016576,0.817861421,0.314396,0.093273,1,0.8,0
0.406,0.957,9.079834,-0.489,1.841,0,0.331912,0.018828,0.820999185,776.911133,785.990967,0.551,0.885,0.478,535.5907989,0.209718,0.378280994,0.360721,0.104885,1,0.8,0
0.982,0.378,20.895813,-0.465,1.825,0,0.3245,0.219465,0.332391449,804.047974,783.152161,0.604,0.904,0.472,530.5821679,0.013464,0.821475786,0.311836,0.081727,1,0.8,0
0.432,0.995,4.637878,-0.483,1.832,0,0.357742,0.019713,0.823802922,775.748108,780.385986,0.563,0.889,0.459,545.1805844,0.208221,0.288241968,0.286006,0.120947,1,0.8,0
0.949,0.39,28.423889,-0.461,1.828,0,0.308175,0.220906,0.325678187,805.030823,776.606934,0.559,0.866,0.488,523.8736545,0.011543,0.823372252,0.320884,0.102005,1,0.8,0
0.375,0.9,14.47174,-0.464,1.845,0,0.304543,0.025797,0.815290167,816.601135,802.129395,0.525,0.883,0.489,525.7667098,0.214861,0.452429169,0.406925,0.110368,1,0.8,0
0.98,0.452,2.047424,-0.474,1.812,0,0.343154,0.225205,0.351201504,787.517395,789.564819,0.528,0.919,0.453,550.373575,0.012056,0.826448713,0.371684,0.10336,1,0.8,0
0.379,0.981,8.72876,-0.443,1.776,0,0.308631,0.017156,0.824435833,797.172729,805.901489,0.602,0.845,0.501,498.1848073,0.20985,0.30954059,0.30466,0.100627,1,0.8,0
0.939,0.381,0.440796,-0.412,1.83,0,0.328473,0.218493,0.3502412,796.812988,797.253784,0.558,0.848,0.492,493.2252099,0.01144,0.824241119,0.31296,0.07891,1,0.8,0
0.405,1,10.832337,-0.509,1.916,0,0.330548,0.025121,0.818776574,796.898743,786.066406,0.595,0.931,0.486,568.0655401,0.206888,0.305030552,0.304662,0.11497,1,0.8,0
0.939,0.339,9.166138,-0.515,1.89,0,0.393856,0.224378,0.420186499,780.694214,789.860352,0.6,0.913,0.507,555.0277187,0.011271,0.822112024,0.279255,0.092483,1,0.8,0
0.45,1.02,5.951477,-0.471,1.835,0,0.369657,0.018036,0.822564539,793.697327,787.74585,0.57,0.853,0.5,515.6213014,0.217608,0.287908949,0.292724,0.10613,1,0.8,0
0.977,0.372,38.220764,-0.475,1.807,0,0.279244,0.211765,0.28702446,809.53241,771.311646,0.605,0.88,0.469,535.1635035,0.010054,0.82446757,0.304862,0.11298,1,0.8,0
0.404,0.973,0.192199,-0.463,1.784,0,0.331586,0.024011,0.821091239,795.414001,795.221802,0.569,0.843,0.485,517.2813685,0.206887,0.304883505,0.297014,0.117391,1,0.8,0
0.897,0.364,6.519348,-0.446,1.813,0,0.405566,0.225365,0.451547432,811.333496,804.814148,0.533,0.852,0.493,512.739302,0.011807,0.824393984,0.296512,0.094662,1,0.8,0
0.45,1.009,8.914917,-0.363,1.689,0,0.365656,0.031146,0.815872888,794.188049,803.102966,0.559,0.876,0.48,529.4418106,0.205141,0.334160136,0.336142,0.116845,1,0.8,0
0.902,0.337,20.876587,-0.443,1.811,0,0.384087,0.224489,0.429375089,789.200928,768.324341,0.565,0.835,0.477,507.3486504,0.010689,0.827032599,0.280952,0.088697,1,0.8,0
0.357,0.984,9.502014,-0.491,1.79,0,0.287889,0.0249,0.814200294,784.166992,793.669006,0.627,0.888,0.471,540.6627163,0.206895,0.351577978,0.343237,0.126112,1,0.8,0
1.077,0.418,13.905273,-0.44,1.815,0,0.282386,0.223017,0.267003688,784.616821,770.711548,0.659,0.863,0.501,510.1829062,0.022723,0.817127373,0.342366,0.126996,1,0.8,0
0.381,0.99,7.129577,-0.446,1.809,0,0.309647,0.025726,0.817925522,800.422729,793.293152,0.609,0.842,0.509,496.5542694,0.212126,0.329329707,0.324882,0.114059,1,0.8,0
1.018,0.294,29.920654,-0.448,1.805,0,0.319988,0.226476,0.315339497,813.500061,783.579407,0.724,0.858,0.506,503.3216978,0.01392,0.814456459,0.239834,0.082504,1,0.8,0
0.367,1.106,12.895507,-0.463,1.819,0,0.298704,0.018328,0.820089247,803.420959,790.525452,0.739,0.893,0.446,531.6881262,0.211991,0.243895329,0.269009,0.11303,1,0.8,0
1.008,0.383,18.950867,-0.477,1.786,0,0.331025,0.226335,0.328216093,801.866272,782.915405,0.625,0.866,0.482,524.6301378,0.013212,0.82154988,0.315974,0.107462,1,0.8,0
0.406,0.995,7.894837,-0.426,1.759,0,0.334006,0.015577,0.825701387,794.240295,802.135132,0.589,0.817,0.48,483.214536,0.197768,0.302248831,0.29958,0.100816,1,0.8,0
0.971,0.396,40.558776,-0.456,1.843,0,0.258502,0.207897,0.267199479,808.573608,768.014832,0.575,0.871,0.499,519.2107156,0.010676,0.821403874,0.324255,0.09949,1,0.8,0
0.367,0.959,2.746033,-0.497,1.843,0,0.293272,0.028816,0.807654438,814.0177,811.271667,0.592,0.902,0.484,556.9538156,0.185005,0.310160137,0.29765,0.117407,1,0.8,0
0.923,0.357,36.022522,-0.432,1.832,0,0.387992,0.220929,0.420693209,804.522705,768.500183,0.566,0.839,0.54,493.617504,0.024187,0.808757017,0.286,0.089808,1,0.8,0
0.399,0.956,18.190613,-0.456,1.768,0,0.327465,0.017866,0.820008883,794.24469,776.054077,0.557,0.86,0.453,509.3562948,0.193708,0.358645143,0.34081,0.124678,1,0.8,0
0.963,0.378,4.367798,-0.459,1.826,0,0.296963,0.21585,0.310177323,812.390076,816.757874,0.585,0.89,0.451,523.8422029,0.01204,0.825230374,0.313327,0.095072,1,0.8,0
0.35,0.982,5.483399,-0.484,1.833,0,0.284339,0.022135,0.815075558,795.022217,789.538818,0.632,0.892,0.495,539.7994704,0.189675,0.334846819,0.327775,0.117523,1,0.8,0
0.987,0.353,18.039001,-0.455,1.783,0,0.341549,0.224484,0.348189391,785.316162,767.277161,0.634,0.843,0.482,510.4267956,0.013051,0.824861062,0.292499,0.088717,1,0.8,0
0.401,0.999,25.318725,-0.461,1.797,0,0.329081,0.01707,0.823922751,793.377014,768.058289,0.598,0.873,0.465,518.6324281,0.208488,0.287754391,0.285346,0.084336,1,0.8,0
0.923,0.366,0.524719,-0.46,1.864,0,0.277026,0.212656,0.300677539,790.698608,790.173889,0.557,0.866,0.502,517.1910713,0.00942,0.824047416,0.300612,0.097228,1,0.8,0
0.253,0.963,26.004821,-0.447,1.756,0,0.206367,0.006882,0.826000778,778.358643,804.363464,0.71,0.895,0.467,539.1464852,0.175643,0.299200744,0.287082,0.117203,1,0.8,0
1.118,0.354,34.676025,-0.457,1.808,0,0.276721,0.225471,0.24731279,790.069397,755.393372,0.764,0.845,0.469,516.8160289,0.022283,0.812920866,0.287642,0.095214,1,0.8,0
0.354,0.982,7.971069,-0.256,2.905,0,0.291295,0.016344,0.821959987,785.190491,793.16156,0.628,0.894,0.483,525.1250651,0.218086,0.366878316,0.360412,0.111517,1,0.8,0
0.976,0.328,9.155701,-0.463,1.809,0,0.296756,0.225921,0.305010897,790.250427,799.406128,0.648,0.812,0.467,441.8445455,0.007581,0.828593039,0.26917,0.087378,1,0.8,0
0.203,1.027,13.259765,-0.438,1.819,0,0.164323,0.009169,0.823006516,772.147217,785.406982,0.824,0.87,0.499,524.2762653,0.203827,0.263978822,0.271594,0.114847,1,0.8,0
0.228,0.339,26.194946,-0.521,1.856,0,0.183786,0.024777,0.807623515,774.765259,800.960205,0.111,0.833,0.478,495.686662,0.003834,0.834874301,0.279653,0.113363,1,0.8,0
0.908,1.035,11.517273,-0.465,1.818,0,0.361677,0.228564,0.40011756,785.481812,773.964539,0.127,0.932,0.462,570.9129379,0.18606,0.221938849,0.228893,0.113733,1,0.8,0
0.253,0.365,41.929687,-0.478,1.861,0,0.20735,0.004109,0.829591931,771.674744,813.604431,0.112,0.882,0.449,534.5924854,0.013796,0.822182427,0.299742,0.101398,1,0.8,0
0.211,0.968,22.179382,-0.47,1.757,0,0.170499,0.014798,0.815566438,777.1745,799.353882,0.757,0.883,0.48,539.1027785,0.207531,0.373842724,0.361618,0.113205,1,0.8,0
0.395,0.342,44.118164,-0.429,1.687,0,0.363086,0.02783,0.92222898,818.536133,774.417969,0.053,-0.444,1.74,0,0.021371,0.919684874,0.316494,0.114326,1,0.9,0
0.888,0.942,6.120788,-0.426,1.759,0,0.39028,0.232416,0.439793976,823.087036,816.966248,0.054,-0.477,1.786,0,0.227643,0.385462714,0.361562,0.134784,1,0.9,0
0.4,0.342,25.153137,-0.46,1.743,0,0.369506,0.019479,0.92518655,808.094299,782.941162,0.058,-0.452,1.752,0,0.023671,0.916915646,0.315359,0.112726,1,0.9,0
0.945,0.98,30.00055,-0.451,1.753,0,0.326542,0.228831,0.346890962,842.157349,812.156799,0.035,-0.457,1.743,0,0.222682,0.266097125,0.259029,0.122132,1,0.9,0
0.363,0.348,21.14856,-0.43,1.719,0,0.327821,0.042446,0.906221977,804.93335,783.78479,0.015,-0.451,1.713,0,0.0335,0.904318132,0.310018,0.101405,1,0.9,0
0.95,0.881,65.429688,-0.446,1.725,0,0.32654,0.230038,0.347424577,749.710083,815.139771,0.069,-0.422,1.732,0,0.227935,0.497517572,0.436366,0.124342,1,0.9,0
0.373,0.397,45.524719,-0.442,1.755,0,0.341028,0.016816,0.923031902,798.868286,753.343567,0.024,-0.463,1.828,0,0.021373,0.92203843,0.368148,0.089752,1,0.9,0
0.885,0.973,9.875549,-0.463,1.784,0,0.408493,0.233623,0.462007461,820.380859,810.50531,0.088,-0.527,1.761,0,0.217732,0.270402488,0.260497,0.106747,1,0.9,0
0.379,0.325,19.262696,-0.389,1.605,0,0.35292,0.021334,0.930775671,803.412598,784.149902,0.054,-0.428,1.708,0,0.021987,0.914007762,0.296148,0.118692,1,0.9,0
0.908,0.929,29.708618,-0.425,1.74,0,0.374489,0.233428,0.412556915,794.640381,824.348999,0.021,-0.463,1.744,0,0.229342,0.435598774,0.404142,0.124094,1,0.9,0
0.369,0.343,6.900513,-0.444,1.75,0,0.337702,0.017701,0.926623356,793.657593,786.75708,0.026,-0.463,1.798,0,0.012641,0.924733673,0.318735,0.093355,1,0.9,0
0.915,0.948,2.439453,-0.456,1.835,0,0.311091,0.228401,0.341270939,795.446411,797.885864,0.033,-0.479,1.897,0,0.221375,0.275466607,0.259698,0.117258,1,0.9,0
0.378,0.354,47.504883,-0.509,1.861,0,0.350772,0.022002,0.925079666,819.815796,772.310913,0.024,-0.519,1.848,0,0.032431,0.907269411,0.320286,0.108624,1,0.9,0
0.897,0.926,24.542053,-0.446,1.755,0,0.368007,0.232533,0.412447596,820.586975,796.044922,0.029,-0.464,1.773,0,0.230062,0.362206387,0.333222,0.112873,1,0.9,0
0.26,0.228,19.427917,-0.426,1.74,0,0.242519,0.006878,0.933268582,798.905151,779.477234,0.032,-0.494,1.796,0,0.007884,0.920730585,0.211599,0.105494,1,0.9,0
0.232,1.16,7.508179,-0.438,1.787,0,0.207459,0.030945,0.894886443,772.104919,779.613098,0.928,-0.463,1.781,0,0.221306,0.164712836,0.186738,0.128826,1,0.9,0
0.837,0.308,17.219544,-0.445,1.763,0,0.456998,0.234692,0.54924273,812.487,795.267456,0.529,-0.479,1.813,0,0.014498,0.926691342,0.28685,0.106432,1,0.9,0
0.347,0.831,13.042236,-0.484,1.808,0,0.322816,0.018164,0.924107879,795.220276,808.262512,0.484,-0.469,1.797,0,0.219818,0.465096272,0.380578,0.123263,1,0.9,0
0.907,0.411,8.054565,-0.468,1.789,0,0.244058,0.22428,0.270746963,797.829895,805.88446,0.496,-0.457,1.776,0,0.011597,0.924483006,0.3788,0.134627,1,0.9,0
0.273,0.927,4.635559,-0.449,1.757,0,0.253217,0.01582,0.922751313,787.17926,782.543701,0.654,-0.479,1.776,0,0.212178,0.335865372,0.310094,0.146144,1,0.9,0
0.986,0.342,2.281006,-0.441,1.765,0,0.346604,0.234472,0.352560499,800.74054,798.459534,0.644,-0.451,1.791,0,0.024642,0.916988986,0.315313,0.111473,1,0.9,0
0.448,0.944,41.171814,-0.495,1.781,0,0.408749,0.026654,0.920707777,770.782532,811.954346,0.496,-0.472,1.735,0,0.221179,0.3782399,0.356437,0.144322,1,0.9,0
0.935,0.371,22.601746,-0.413,1.699,0,0.380223,0.232701,0.407814011,821.020569,798.418823,0.564,-0.482,1.756,0,0.027798,0.91591179,0.337631,0.101902,1,0.9,0
0.384,0.971,15.267334,-0.428,1.72,0,0.351508,0.033297,0.917546606,808.158081,792.890747,0.587,-0.437,1.76,0,0.228823,0.344815705,0.332689,0.11892,1,0.9,0
0.979,0.392,6.059448,-0.451,1.764,0,0.338128,0.233961,0.34680941,788.529358,782.46991,0.587,-0.467,1.771,0,0.026376,0.912752375,0.354916,0.085217,1,0.9,0
0.354,0.989,34.048401,-0.456,1.742,0,0.329636,0.013694,0.929542177,765.734863,799.783264,0.635,-0.453,1.723,0,0.220415,0.340575519,0.335646,0.117193,1,0.9,0
